股票代码,股票名称,日期,收盘价,融合分,放量突破,均线粘合,量价背离,抄底,主力建仓,主导策略
000001,平安银行,2024-01-29,8.41,27.2,4.7,5.2,0.0,5.4,2.7,放
000001,平安银行,2024-01-30,8.24,21.6,0.9,5.1,1.8,4.3,4.6,放
000001,平安银行,2024-02-06,8.39,25.5,3.9,4.9,2.0,5.1,2.9,放
000001,平安银行,2024-02-07,8.33,22.4,4.4,5.3,2.2,4.5,2.4,放
000001,平安银行,2024-02-08,8.39,22.3,3.6,6.0,1.5,4.5,2.4,放
000001,平安银行,2024-02-19,8.51,24.6,2.1,5.9,4.7,4.9,3.5,放
000001,平安银行,2024-02-20,8.52,23.0,2.6,4.4,0.7,4.6,2.6,放
000001,平安银行,2024-02-21,9.37,34.1,6.0,3.4,2.9,6.8,3.1,放
000001,平安银行,2024-02-22,9.45,31.7,5.4,3.4,2.5,6.3,2.7,放
000001,平安银行,2024-02-23,9.41,26.5,4.7,6.0,1.7,5.3,1.9,放
000001,平安银行,2024-02-26,9.13,24.0,1.0,5.3,1.6,4.8,4.8,放
000001,平安银行,2024-02-27,9.11,21.3,0.7,3.5,1.1,4.3,4.3,放
000001,平安银行,2024-02-28,9.1,24.6,1.1,6.1,1.8,4.9,4.8,放
000001,平安银行,2024-02-29,9.18,22.5,1.3,4.5,1.0,4.5,3.8,放
000001,平安银行,2024-03-01,9.1,23.2,0.9,5.2,1.1,4.6,4.2,放
000001,平安银行,2024-03-04,8.96,23.3,0.9,5.2,1.3,4.7,4.2,放
000001,平安银行,2024-03-15,9.19,29.1,2.5,3.3,2.5,5.8,4.9,放
000001,平安银行,2024-03-26,9.19,25.9,2.8,3.4,4.7,5.2,3.7,放
000001,平安银行,2024-04-17,9.21,30.0,5.0,3.4,2.5,6.0,2.1,放
000001,平安银行,2024-04-18,9.37,31.3,5.2,3.4,5.8,6.3,2.8,放
000001,平安银行,2024-04-19,9.27,23.8,4.2,5.0,1.1,4.8,1.9,放
000001,平安银行,2024-04-22,9.11,23.6,1.1,6.4,2.0,4.7,5.0,放
000001,平安银行,2024-04-23,9.14,21.9,0.7,4.1,1.2,4.4,4.3,放
000001,平安银行,2024-04-24,9.13,20.9,0.6,3.5,1.0,4.2,4.1,放
000001,平安银行,2024-04-25,9.2,24.4,1.8,5.5,1.0,4.9,3.5,放
000001,平安银行,2024-04-26,9.19,20.6,1.8,5.6,1.6,4.1,4.3,放
000001,平安银行,2024-04-29,9.37,30.0,4.0,3.3,1.7,6.0,3.3,放
000001,平安银行,2024-05-06,9.44,21.9,3.6,5.9,1.2,4.4,2.9,放
000001,平安银行,2024-05-10,9.49,24.0,1.9,4.8,1.3,4.8,4.2,放
000001,平安银行,2024-05-13,9.51,20.9,3.1,6.2,0.9,4.2,2.9,放
000001,平安银行,2024-05-16,9.69,29.4,3.7,3.3,2.6,5.9,4.2,放
000001,平安银行,2024-05-17,9.9,29.6,5.1,3.3,2.2,5.9,2.1,放
000001,平安银行,2024-05-20,9.87,25.9,4.6,6.1,1.6,5.2,1.4,放
000001,平安银行,2024-05-21,10.02,24.6,3.9,6.1,1.3,4.9,2.5,放
000001,平安银行,2024-05-22,10.03,24.1,2.0,5.7,1.4,4.8,3.9,放
000001,平安银行,2024-05-23,9.89,23.7,1.1,5.5,1.4,4.7,4.5,放
000001,平安银行,2024-05-24,9.81,21.0,0.8,4.8,1.2,4.2,4.3,放
000001,平安银行,2024-05-27,9.98,23.7,1.0,5.4,1.0,4.7,4.3,放
000001,平安银行,2024-05-28,9.89,23.1,0.9,5.0,0.9,4.6,4.1,放
000001,平安银行,2024-07-01,9.62,25.0,3.9,3.6,2.0,5.0,3.1,放
000001,平安银行,2024-07-02,9.66,25.6,3.7,4.5,1.9,5.1,3.1,放
000001,平安银行,2024-07-12,9.58,23.9,3.5,4.8,1.9,4.8,3.2,放
000001,平安银行,2024-07-15,9.6,21.8,2.6,6.2,4.4,4.4,3.1,放
000001,平安银行,2024-07-16,9.57,21.7,2.5,6.5,1.3,4.3,3.3,放
000001,平安银行,2024-07-17,9.66,26.8,2.1,5.1,1.5,5.4,4.2,放
000001,平安银行,2024-07-18,9.67,25.4,1.8,6.5,1.2,5.1,4.0,放
000001,平安银行,2024-07-19,9.64,23.0,1.6,5.9,1.0,4.6,3.9,放
000001,平安银行,2024-08-16,9.41,22.9,3.6,3.3,6.8,4.6,3.9,放
000001,平安银行,2024-08-19,9.56,26.5,4.9,3.4,2.5,5.3,2.9,放
000001,平安银行,2024-08-20,9.61,26.5,4.2,3.9,2.4,5.3,3.4,放
000001,平安银行,2024-08-21,9.62,22.1,2.8,5.6,1.4,4.4,3.2,放
000001,平安银行,2024-08-22,9.64,23.2,1.7,5.7,1.5,4.6,4.2,放
000001,平安银行,2024-08-23,9.73,24.4,2.0,5.7,1.4,4.9,3.9,放
000001,平安银行,2024-08-26,9.75,22.8,1.9,4.4,0.9,4.6,3.4,放
000001,平安银行,2024-08-27,9.69,23.7,1.3,5.1,1.1,4.7,3.9,放
000001,平安银行,2024-09-20,9.2,20.8,3.2,4.6,2.3,4.2,3.0,放
000001,平安银行,2024-09-23,9.33,25.8,3.8,4.5,2.2,5.2,2.6,放
000001,平安银行,2024-09-24,9.64,33.3,5.4,3.3,6.2,6.7,2.0,放
000001,平安银行,2024-09-25,9.76,32.5,5.4,3.3,2.6,6.5,2.4,放
000001,平安银行,2024-09-26,10.36,32.8,5.5,3.4,2.6,6.6,3.1,放
000001,平安银行,2024-09-27,10.61,31.2,5.3,3.4,2.5,6.2,3.3,放
000001,平安银行,2024-09-30,11.35,31.4,5.4,3.4,2.6,6.3,3.3,放
000001,平安银行,2024-10-08,11.97,29.3,5.2,3.7,2.4,5.9,3.3,放
000001,平安银行,2024-10-09,10.85,25.0,3.1,6.1,2.3,5.0,4.4,放
000001,平安银行,2024-10-10,11.38,23.2,1.2,4.8,1.7,4.6,5.1,放
000001,平安银行,2024-10-11,11.13,20.8,0.7,3.1,1.3,4.2,4.5,放
000001,平安银行,2024-10-14,11.41,22.2,4.2,4.2,1.3,4.4,1.3,放
000001,平安银行,2024-10-15,11.3,22.7,0.9,4.7,1.2,4.5,4.4,放
000001,平安银行,2024-10-16,11.45,23.4,3.4,5.2,1.2,4.7,2.4,放
000001,平安银行,2024-10-17,11.35,23.5,1.0,5.3,1.1,4.7,4.2,放
000001,平安银行,2024-10-18,11.43,26.9,2.4,5.0,1.6,5.4,3.8,放
000001,平安银行,2024-10-21,11.21,22.4,1.5,4.8,1.8,4.5,4.6,放
000001,平安银行,2024-11-05,11.06,20.5,3.3,5.5,2.1,4.1,2.8,放
000001,平安银行,2024-11-07,11.31,29.2,4.9,4.1,5.3,5.8,2.2,放
000001,平安银行,2024-11-08,11.13,22.2,1.8,5.8,2.2,4.4,4.2,放
000001,平安银行,2024-11-18,11.16,26.3,3.4,3.3,3.2,5.3,5.3,放
000001,平安银行,2024-12-06,11.07,28.2,3.0,3.3,1.6,5.6,3.8,放
000001,平安银行,2024-12-10,11.19,27.6,4.4,3.3,1.6,5.5,3.1,放
000001,平安银行,2024-12-12,11.25,20.3,2.1,4.8,0.5,4.1,3.1,放
000001,平安银行,2024-12-23,11.14,20.1,2.5,3.3,2.3,4.0,4.6,放
000001,平安银行,2024-12-24,11.26,20.3,3.4,5.1,4.7,4.1,3.2,放
000001,平安银行,2024-12-25,11.32,22.1,3.6,5.0,1.5,4.4,3.1,放
000001,平安银行,2024-12-30,11.35,21.3,1.4,6.3,1.3,4.3,4.5,放
000001,平安银行,2025-01-16,10.99,20.2,3.9,6.5,1.6,4.0,2.0,放
000001,平安银行,2025-01-23,10.75,20.1,1.6,3.7,3.2,4.0,4.9,放
000001,平安银行,2025-01-27,10.89,20.8,4.0,6.5,2.1,4.2,2.3,放
000001,平安银行,2025-02-07,10.81,20.5,1.5,4.5,5.7,4.1,4.9,放
000001,平安银行,2025-02-17,11.19,26.4,4.5,3.4,2.5,5.3,3.4,放
000001,平安银行,2025-02-18,11.21,24.8,3.8,4.3,2.3,5.0,3.5,放
000001,平安银行,2025-03-12,11.25,26.4,3.5,3.4,2.4,5.3,4.3,放
000001,平安银行,2025-03-13,11.24,20.3,3.2,5.1,1.5,4.1,3.3,放
000001,平安银行,2025-03-14,11.37,25.3,4.2,4.1,2.0,5.1,3.0,放
000001,平安银行,2025-04-17,10.5,21.5,2.2,6.0,5.0,4.3,3.5,放
000001,平安银行,2025-04-18,10.62,23.8,2.8,6.2,1.3,4.8,2.8,放
000001,平安银行,2025-05-13,10.72,21.9,2.9,5.5,2.3,4.4,3.7,放
000001,平安银行,2025-05-14,10.85,28.2,3.7,3.8,2.4,5.6,3.8,放
000001,平安银行,2025-05-15,10.81,22.4,2.7,5.9,1.3,4.5,3.2,放
000001,平安银行,2025-05-16,10.81,21.3,1.6,5.2,1.1,4.3,3.9,放
000001,平安银行,2025-05-21,10.9,23.7,2.3,4.0,1.8,4.7,4.3,放
000001,平安银行,2025-05-22,10.97,20.8,2.5,6.2,1.2,4.2,3.5,放
000001,平安银行,2025-06-03,11.21,28.4,4.2,3.3,2.6,5.7,4.0,放
000001,平安银行,2025-06-04,11.24,20.3,3.9,6.4,1.0,4.1,2.3,放
000001,平安银行,2025-06-10,11.21,21.7,2.5,4.2,1.6,4.3,4.0,放
000001,平安银行,2025-06-11,11.25,20.3,2.3,6.2,1.0,4.1,3.6,放
000001,平安银行,2025-06-12,11.44,27.0,3.8,5.2,1.3,5.4,2.8,放
000001,平安银行,2025-06-16,11.55,22.0,3.3,6.4,1.1,4.4,2.8,放
000001,平安银行,2025-06-20,11.59,25.6,2.1,4.4,1.4,5.1,4.3,放
000001,平安银行,2025-06-23,11.68,25.3,2.7,4.2,1.5,5.1,3.9,放
000001,平安银行,2025-06-24,11.68,22.6,3.0,5.4,1.3,4.5,3.3,放
000001,平安银行,2025-06-25,11.81,24.5,3.0,4.7,1.8,4.9,3.7,放
000001,平安银行,2025-06-26,12.15,28.3,5.0,4.1,2.4,5.7,2.6,放
000001,平安银行,2025-06-27,11.95,25.3,3.4,4.4,2.6,5.1,3.9,放
000001,平安银行,2025-07-01,12.04,23.0,0.9,4.9,1.2,4.6,4.5,放
000001,平安银行,2025-07-02,12.06,22.6,1.6,4.6,1.0,4.5,3.7,放
000001,平安银行,2025-07-04,12.34,27.8,3.6,4.4,1.8,5.6,3.2,放
000001,平安银行,2025-07-07,12.51,26.1,4.4,5.8,1.4,5.2,2.1,放
000001,平安银行,2025-07-08,12.43,23.8,3.3,5.7,0.9,4.8,2.4,放
000001,平安银行,2025-07-09,12.57,24.6,2.7,6.3,1.0,4.9,3.1,放
000001,平安银行,2025-07-10,12.91,30.0,4.4,3.3,2.5,6.0,3.2,放
000001,平安银行,2025-07-11,12.64,28.8,3.0,3.9,2.6,5.8,4.0,放
000001,平安银行,2025-07-14,12.71,25.4,2.1,6.4,1.8,5.1,4.0,放
000001,平安银行,2025-08-25,12.19,27.5,4.8,3.3,2.8,5.5,4.0,放
000001,平安银行,2025-10-14,11.33,20.3,3.0,3.3,3.4,4.1,4.4,放
000001,平安银行,2025-10-16,11.54,21.7,3.9,6.4,1.6,4.3,2.4,放
000001,平安银行,2025-10-23,11.63,25.6,3.1,4.1,1.7,5.1,3.5,放
000001,平安银行,2025-10-24,11.56,20.3,2.1,6.6,1.2,4.1,3.6,放
000001,平安银行,2025-11-04,11.59,20.0,3.1,3.9,2.0,4.0,3.6,放
000001,平安银行,2025-11-12,11.68,22.0,2.4,4.6,1.5,4.4,3.9,放
000001,平安银行,2025-11-13,11.7,20.6,1.7,6.2,1.1,4.1,4.0,放
000001,平安银行,2025-11-14,11.75,20.3,2.0,4.8,1.9,4.1,4.4,放
000001,平安银行,2025-11-20,11.85,20.2,2.8,4.2,2.4,4.0,4.1,放
000001,平安银行,2026-01-06,11.67,21.5,3.2,3.3,2.5,4.3,4.1,放
000001,平安银行,2026-03-17,11.03,21.4,2.2,4.6,2.5,4.3,4.4,放
000001,平安银行,2026-03-24,10.88,26.8,1.7,3.4,2.9,5.4,5.4,放
000001,平安银行,2026-03-25,10.94,22.1,2.1,4.6,1.0,4.4,3.2,放
000001,平安银行,2026-03-26,10.94,22.5,4.2,4.9,1.1,4.5,1.3,放
000001,平安银行,2026-03-27,11.02,23.9,2.0,5.2,1.0,4.8,3.6,放
000001,平安银行,2026-03-30,10.99,23.0,1.1,4.5,4.0,4.6,3.8,放
000001,平安银行,2026-03-31,11.08,29.0,2.6,4.2,1.7,5.8,3.9,放
000001,平安银行,2026-04-01,11.15,26.2,2.2,6.4,1.2,5.2,3.7,放
000001,平安银行,2026-04-02,11.27,27.6,3.5,5.3,1.6,5.5,3.1,放
000001,平安银行,2026-04-03,11.12,24.4,1.2,5.4,1.1,4.9,4.0,放
000002,万科A,2024-01-29,10.06,26.6,4.5,6.5,0.0,5.3,1.5,放
000002,万科A,2024-01-30,9.79,24.1,0.8,4.4,1.4,4.8,4.4,放
000002,万科A,2024-01-31,9.6,23.1,0.7,3.8,1.5,4.6,4.2,放
000002,万科A,2024-02-01,9.44,21.3,0.7,4.3,1.7,4.3,4.2,放
000002,万科A,2024-02-02,9.49,26.7,1.2,6.0,2.2,5.3,4.6,放
000002,万科A,2024-02-06,9.51,23.4,2.0,4.9,2.5,4.7,4.2,放
000002,万科A,2024-02-07,9.52,23.4,1.6,5.2,2.5,4.7,4.5,放
000002,万科A,2024-02-08,10.06,28.2,4.8,5.2,2.1,5.6,1.6,放
000002,万科A,2024-02-19,9.84,27.8,4.2,5.7,2.3,5.6,2.6,放
000002,万科A,2024-02-20,9.9,24.8,4.2,5.2,4.7,5.0,1.7,放
000002,万科A,2024-02-21,10.21,29.9,2.9,4.1,2.4,6.0,4.3,放
000002,万科A,2024-02-22,10.15,24.4,3.5,4.8,0.9,4.9,2.2,放
000002,万科A,2024-02-23,10.2,24.9,3.5,5.2,0.9,5.0,2.3,放
000002,万科A,2024-02-26,9.98,26.4,1.1,6.4,1.5,5.3,4.5,放
000002,万科A,2024-02-27,10.06,24.0,0.9,4.9,0.9,4.8,4.2,放
000002,万科A,2024-02-28,9.93,25.6,1.4,5.2,1.9,5.1,4.6,放
000002,万科A,2024-03-11,9.46,22.2,2.6,4.9,2.9,4.4,3.9,放
000002,万科A,2024-03-12,10.0,35.0,5.7,3.3,3.1,7.0,2.8,放
000002,万科A,2024-03-13,9.69,27.4,4.6,6.0,2.1,5.5,1.6,放
000002,万科A,2024-03-14,9.71,24.6,3.1,4.9,4.9,4.9,2.7,放
000002,万科A,2024-04-26,6.87,36.7,5.4,3.0,4.1,7.3,2.8,放
000002,万科A,2024-04-29,7.56,35.6,5.4,3.2,3.7,7.1,2.5,放
000002,万科A,2024-04-30,7.41,35.2,5.3,3.2,6.9,7.0,2.8,放
000002,万科A,2024-05-06,7.46,30.2,4.7,5.5,3.0,6.0,2.2,放
000002,万科A,2024-05-07,7.52,27.1,1.0,5.5,2.3,5.4,5.0,放
000002,万科A,2024-05-08,7.2,24.6,0.7,3.8,1.9,4.9,4.4,放
000002,万科A,2024-05-09,7.3,25.9,0.9,4.9,1.9,5.2,4.6,放
000002,万科A,2024-05-10,7.56,28.3,1.8,5.9,2.2,5.7,4.6,放
000002,万科A,2024-05-13,7.42,24.3,3.3,4.4,0.8,4.9,2.1,放
000002,万科A,2024-05-14,7.46,23.6,2.7,5.0,0.8,4.7,2.7,放
000002,万科A,2024-05-15,7.73,28.6,3.6,3.8,1.9,5.7,3.6,放
000002,万科A,2024-05-16,8.18,30.9,5.3,3.3,2.5,6.2,2.2,放
000002,万科A,2024-05-17,9.0,32.6,5.7,3.4,2.7,6.5,2.7,放
000002,万科A,2024-05-20,9.18,29.0,5.1,4.1,2.3,5.8,2.4,放
000002,万科A,2024-05-21,9.19,23.2,4.3,4.5,1.0,4.6,1.3,放
000002,万科A,2024-05-22,9.4,25.4,4.6,6.4,1.7,5.1,2.2,放
000002,万科A,2024-05-23,9.56,24.0,4.5,5.4,1.4,4.8,2.0,放
000002,万科A,2024-05-24,8.99,23.3,1.0,4.8,1.4,4.7,4.5,放
000002,万科A,2024-05-27,8.87,22.3,0.8,4.1,1.2,4.5,4.1,放
000002,万科A,2024-05-28,8.52,23.0,0.9,4.9,1.5,4.6,4.2,放
000002,万科A,2024-05-29,8.58,22.1,0.8,4.5,1.2,4.4,4.0,放
000002,万科A,2024-06-04,8.36,23.3,2.3,5.1,1.8,4.7,3.5,放
000002,万科A,2024-06-14,7.94,23.4,1.4,4.9,2.3,4.7,4.3,放
000002,万科A,2024-07-01,7.29,31.7,2.8,3.4,3.1,6.3,4.0,放
000002,万科A,2024-07-02,7.13,21.0,2.7,6.3,2.3,4.2,3.3,放
000002,万科A,2024-07-03,7.16,20.9,3.8,5.7,2.1,4.2,2.2,放
000002,万科A,2024-07-12,6.95,28.3,4.5,4.3,3.1,5.7,2.5,放
000002,万科A,2024-07-16,6.92,22.3,2.3,5.5,1.8,4.5,3.2,放
000002,万科A,2024-07-17,7.12,28.9,3.5,4.7,5.9,5.8,3.2,放
000002,万科A,2024-07-18,7.14,24.4,4.2,5.0,0.9,4.9,1.2,放
000002,万科A,2024-07-19,7.06,26.4,2.8,6.5,1.4,5.3,3.0,放
000002,万科A,2024-07-22,6.98,23.9,0.8,4.7,1.2,4.8,4.0,放
000002,万科A,2024-07-31,7.09,32.4,5.1,3.4,2.6,6.5,2.5,放
000002,万科A,2024-08-01,6.9,23.3,3.9,5.6,5.5,4.7,2.5,放
000002,万科A,2024-08-08,6.92,24.8,3.4,3.5,2.9,5.0,3.6,放
000002,万科A,2024-08-09,7.18,33.6,5.5,3.4,6.0,6.7,3.2,放
000002,万科A,2024-08-30,6.76,35.6,6.4,3.3,3.8,7.1,3.0,放
000002,万科A,2024-09-02,6.42,24.2,4.2,4.2,2.8,4.8,3.1,放
000002,万科A,2024-09-03,6.52,26.1,4.4,6.1,2.2,5.2,1.7,放
000002,万科A,2024-09-04,6.46,22.4,1.0,5.7,5.7,4.5,4.7,放
000002,万科A,2024-09-05,6.59,24.4,3.0,4.3,1.8,4.9,2.7,放
000002,万科A,2024-09-18,6.49,24.9,4.2,3.3,2.3,5.0,2.9,放
000002,万科A,2024-09-19,6.77,34.5,5.9,3.4,5.8,6.9,2.5,放
000002,万科A,2024-09-20,6.89,29.1,4.9,4.3,1.6,5.8,1.8,放
000002,万科A,2024-09-23,6.93,25.0,4.4,5.8,1.0,5.0,1.3,放
000002,万科A,2024-09-24,7.12,29.8,5.0,3.7,2.3,6.0,2.5,放
000002,万科A,2024-09-25,7.31,29.8,5.1,3.7,2.4,6.0,2.7,放
000002,万科A,2024-09-26,8.04,31.4,5.4,3.4,2.6,6.3,3.2,放
000002,万科A,2024-09-27,8.84,31.7,5.6,3.4,2.6,6.3,3.3,放
000002,万科A,2024-09-30,9.72,27.3,5.1,5.7,2.0,5.5,2.7,放
000002,万科A,2024-10-08,10.38,30.8,5.7,3.3,2.6,6.2,3.3,放
000002,万科A,2024-10-09,9.34,23.2,4.4,4.9,1.6,4.6,2.0,放
000002,万科A,2024-10-10,9.12,22.2,1.0,4.1,1.6,4.4,4.9,放
000002,万科A,2024-10-11,9.1,20.9,0.8,3.1,1.3,4.2,4.4,放
000002,万科A,2024-10-14,9.34,22.2,0.9,4.1,1.3,4.4,4.6,放
000002,万科A,2024-10-15,9.2,22.4,1.6,4.3,1.1,4.5,3.6,放
000002,万科A,2024-10-16,10.0,28.8,5.2,3.5,1.8,5.8,1.7,放
000002,万科A,2024-10-17,9.21,24.1,1.5,5.0,1.8,4.8,4.7,放
000002,万科A,2024-10-28,9.39,22.8,2.0,4.6,1.4,4.6,3.7,放
000002,万科A,2024-11-05,9.34,20.5,1.8,6.1,2.1,4.1,3.9,放
000002,万科A,2024-11-06,9.5,28.4,4.8,4.5,5.9,5.7,1.9,放
000002,万科A,2024-11-07,9.89,31.1,5.2,3.4,2.5,6.2,1.8,放
000002,万科A,2024-11-08,9.51,27.3,2.8,5.7,2.5,5.5,3.6,放
000002,万科A,2024-11-29,8.6,23.0,3.9,4.5,2.3,4.6,2.3,放
000002,万科A,2024-12-02,8.68,23.3,3.4,6.3,1.9,4.7,2.2,放
000002,万科A,2024-12-03,8.74,26.0,3.7,6.5,5.2,5.2,2.0,放
000002,万科A,2024-12-06,8.68,24.5,1.4,5.2,2.1,4.9,4.3,放
000002,万科A,2024-12-10,8.58,22.9,2.6,3.3,3.8,4.6,5.1,放
000002,万科A,2025-01-14,6.91,23.3,1.3,5.6,2.7,4.7,4.7,放
000002,万科A,2025-01-16,6.88,20.7,2.6,6.3,2.6,4.1,3.5,放
000002,万科A,2025-01-20,6.85,26.2,1.7,3.2,3.5,5.2,6.1,放
000002,万科A,2025-01-21,7.36,35.7,5.7,3.3,6.6,7.1,3.3,放
000002,万科A,2025-01-22,7.02,27.1,4.5,6.5,2.5,5.4,2.4,放
000002,万科A,2025-01-23,7.36,27.8,4.6,6.1,2.1,5.6,2.8,放
000002,万科A,2025-01-24,7.39,24.2,1.1,4.4,1.2,4.8,4.6,放
000002,万科A,2025-01-27,7.27,23.2,3.6,3.8,1.3,4.6,2.2,放
000002,万科A,2025-02-05,6.97,25.6,1.0,6.0,2.1,5.1,4.9,放
000002,万科A,2025-02-06,7.02,23.5,0.8,4.5,1.6,4.7,4.4,放
000002,万科A,2025-02-07,7.42,28.5,3.2,4.7,1.5,5.7,3.7,放
000002,万科A,2025-02-10,7.42,23.7,4.3,5.2,0.8,4.7,1.0,放
000002,万科A,2025-02-12,7.96,30.2,5.2,3.4,5.2,6.0,1.8,放
000002,万科A,2025-02-13,7.97,32.1,5.4,3.3,2.5,6.4,2.4,放
000002,万科A,2025-02-14,7.81,24.5,4.3,5.5,1.2,4.9,1.1,放
000002,万科A,2025-02-17,7.68,23.4,0.8,4.5,1.2,4.7,4.2,放
000002,万科A,2025-02-18,7.52,22.7,0.7,4.0,1.3,4.5,4.1,放
000002,万科A,2025-02-19,7.65,22.7,0.7,4.1,1.1,4.5,4.0,放
000002,万科A,2025-02-21,7.62,25.7,2.3,6.4,1.3,5.1,3.2,放
000002,万科A,2025-02-24,7.82,29.9,3.6,3.3,1.7,6.0,3.1,放
000002,万科A,2025-02-26,7.84,23.0,3.5,6.3,0.9,4.6,2.2,放
000002,万科A,2025-02-27,7.81,20.6,0.9,5.4,4.1,4.1,4.1,放
000002,万科A,2025-02-28,7.75,21.2,2.1,5.3,1.5,4.2,4.0,放
000002,万科A,2025-03-03,7.79,20.8,1.1,6.2,1.0,4.2,4.2,放
000002,万科A,2025-03-06,7.77,20.8,1.3,6.0,1.2,4.2,4.3,放
000002,万科A,2025-03-14,7.54,22.5,3.0,3.3,2.3,4.5,3.3,放
000002,万科A,2025-03-17,7.56,21.2,2.8,4.8,2.0,4.2,3.2,放
000002,万科A,2025-04-08,6.8,23.0,1.4,4.6,3.1,4.6,5.3,放
000002,万科A,2025-04-09,7.06,30.4,1.6,4.0,3.2,6.1,5.5,放
000002,万科A,2025-04-10,7.2,29.3,4.8,4.9,2.9,5.9,2.2,放
000002,万科A,2025-04-11,7.08,25.4,4.2,5.2,2.2,5.1,2.1,放
000002,万科A,2025-04-14,7.05,23.5,0.6,3.7,4.9,4.7,4.3,放
000002,万科A,2025-04-15,6.99,23.3,0.6,3.6,1.6,4.7,4.2,放
000002,万科A,2025-04-16,7.04,24.5,0.8,4.6,1.6,4.9,4.3,放
000002,万科A,2025-04-17,7.2,34.8,4.0,3.3,3.2,7.0,4.4,放
000002,万科A,2025-04-18,7.31,28.8,4.8,5.0,1.9,5.8,1.9,放
000002,万科A,2025-04-21,7.18,25.4,2.7,6.2,1.6,5.1,3.3,放
000002,万科A,2025-07-02,6.5,25.8,3.3,3.3,3.2,5.2,4.1,放
000002,万科A,2025-07-07,6.52,20.2,1.7,4.8,2.6,4.0,4.7,放
000002,万科A,2025-07-10,6.76,33.9,5.4,3.4,2.7,6.8,4.0,放
000002,万科A,2025-07-11,6.76,26.9,3.9,5.6,1.5,5.4,3.3,放
000002,万科A,2025-07-14,6.66,23.9,2.5,5.7,1.4,4.8,3.6,放
000002,万科A,2025-07-22,6.7,22.4,3.7,3.3,1.9,4.5,3.5,放
000002,万科A,2025-07-23,6.72,21.7,3.8,3.3,2.0,4.3,3.6,放
000002,万科A,2025-07-24,6.81,25.3,4.3,3.7,5.2,5.1,3.0,放
000002,万科A,2025-08-15,6.53,20.1,2.5,3.3,2.9,4.0,4.3,放
000002,万科A,2025-08-25,7.16,34.3,6.7,3.4,3.2,6.9,3.3,放
000002,万科A,2025-08-26,6.99,28.6,4.9,4.3,1.9,5.7,3.0,放
000002,万科A,2025-08-27,6.74,23.1,3.2,5.5,1.9,4.6,3.5,放
000002,万科A,2025-09-08,6.76,24.2,3.8,4.6,2.0,4.8,2.8,放
000002,万科A,2025-09-09,6.86,28.3,4.7,5.2,1.6,5.7,1.1,放
000002,万科A,2025-09-10,6.86,24.9,4.3,5.4,1.2,5.0,1.3,放
000002,万科A,2025-09-11,6.83,23.9,1.8,5.7,4.6,4.8,3.4,放
000002,万科A,2025-09-12,6.94,30.8,2.7,3.3,1.8,6.2,4.2,放
000002,万科A,2025-09-15,6.97,27.2,2.6,6.1,1.3,5.4,3.4,放
000002,万科A,2025-09-16,7.04,26.9,3.8,6.3,1.1,5.4,2.4,放
000002,万科A,2025-09-17,7.05,24.5,2.2,5.1,0.8,4.9,3.1,放
000002,万科A,2025-09-19,6.98,21.7,1.3,5.4,1.5,4.3,4.6,放
000002,万科A,2025-09-22,7.0,20.1,1.1,6.6,1.2,4.0,4.5,放
000002,万科A,2025-11-20,6.2,21.1,1.7,3.3,3.4,4.2,5.6,放
000002,万科A,2025-12-10,5.25,36.8,5.6,3.0,3.9,7.4,3.5,放
000002,万科A,2025-12-11,5.07,32.4,4.3,3.6,3.4,6.5,4.0,放
000002,万科A,2025-12-12,5.02,27.8,4.3,5.4,2.6,5.6,1.8,放
000002,万科A,2025-12-16,4.97,23.4,0.8,4.2,5.7,4.7,4.7,放
000002,万科A,2025-12-17,4.96,22.3,0.7,3.9,2.1,4.5,4.4,放
000002,万科A,2025-12-22,4.93,21.3,0.9,5.2,2.1,4.3,4.1,放
000002,万科A,2026-01-05,4.75,23.0,1.7,4.0,2.3,4.6,4.2,放
000002,万科A,2026-01-06,4.83,28.9,4.9,3.9,2.2,5.8,1.4,放
000002,万科A,2026-01-08,4.9,31.7,4.4,3.3,5.7,6.3,2.7,放
000002,万科A,2026-01-09,4.96,27.6,3.6,5.7,1.8,5.5,2.9,放
000002,万科A,2026-01-12,4.88,25.2,3.6,5.7,1.5,5.0,2.4,放
000002,万科A,2026-01-13,4.83,23.5,1.0,5.7,1.9,4.7,4.5,放
000002,万科A,2026-01-15,4.85,26.0,1.4,4.8,2.9,5.2,5.2,放
000002,万科A,2026-01-21,5.01,32.7,5.5,3.4,2.6,6.5,2.8,放
000002,万科A,2026-01-22,4.95,26.5,4.6,6.1,4.9,5.3,1.8,放
000002,万科A,2026-01-23,4.95,25.4,3.9,6.2,1.4,5.1,2.4,放
000002,万科A,2026-01-29,5.13,33.3,5.5,3.4,2.7,6.7,2.6,放
000002,万科A,2026-01-30,4.88,20.5,3.5,6.0,2.3,4.1,3.0,放
000002,万科A,2026-02-04,4.9,25.0,1.4,6.6,2.2,5.0,4.4,放
000002,万科A,2026-02-05,4.88,21.7,4.2,5.1,1.6,4.3,1.3,放
000002,万科A,2026-02-09,4.96,27.8,2.4,5.4,1.8,5.6,3.6,放
000002,万科A,2026-02-10,4.88,21.1,0.8,4.6,4.8,4.2,4.0,放
000002,万科A,2026-02-11,4.89,22.0,2.2,4.7,1.3,4.4,2.8,放
