股票代码,股票名称,日期,收盘价,融合分,放量突破,均线粘合,量价背离,抄底,主力建仓,主导策略
603272,联翔股份,2024-11-11,13.61,24.4,4.4,5.5,0.7,4.9,1.2,放
603272,联翔股份,2024-11-12,14.12,28.9,5.0,4.0,1.6,5.8,1.4,放
603272,联翔股份,2024-11-13,14.45,25.3,4.6,6.1,0.9,5.1,0.9,放
603272,联翔股份,2024-11-14,14.44,26.3,4.7,6.2,1.1,5.3,1.0,放
603272,联翔股份,2024-11-15,14.7,25.1,4.6,6.3,0.8,5.0,1.5,放
603272,联翔股份,2024-11-18,13.79,25.7,1.3,6.0,1.5,5.1,4.4,放
603272,联翔股份,2024-11-19,13.55,22.8,1.4,5.4,1.7,4.6,4.5,放
603272,联翔股份,2024-11-20,14.14,22.5,0.8,4.6,0.7,4.5,4.0,放
603272,联翔股份,2024-11-21,14.1,20.3,2.4,3.2,0.5,4.1,2.2,放
603272,联翔股份,2024-11-25,14.64,26.3,4.3,5.6,1.2,5.3,1.9,放
603272,联翔股份,2024-11-26,14.66,26.7,4.6,5.8,4.3,5.3,1.5,放
603272,联翔股份,2024-11-27,14.69,24.6,4.3,5.5,0.6,4.9,0.6,放
603272,联翔股份,2024-11-28,15.54,27.2,4.7,5.8,1.1,5.4,1.0,放
603272,联翔股份,2024-11-29,15.16,26.2,4.0,6.5,1.0,5.2,2.0,放
603272,联翔股份,2024-12-02,15.87,27.1,4.7,6.0,1.4,5.4,1.0,放
603272,联翔股份,2024-12-03,16.1,26.5,4.3,6.3,1.2,5.3,1.9,放
603272,联翔股份,2024-12-04,15.5,26.3,3.1,6.3,1.6,5.3,2.9,放
603272,联翔股份,2024-12-05,16.18,24.9,2.7,5.6,1.0,5.0,2.9,放
603272,联翔股份,2024-12-06,16.55,22.3,3.2,4.4,0.5,4.5,2.1,放
603272,联翔股份,2024-12-09,17.07,27.1,4.9,5.0,1.6,5.4,1.2,放
603272,联翔股份,2024-12-10,17.09,30.5,5.3,3.3,2.5,6.1,1.9,放
603272,联翔股份,2024-12-11,17.19,24.6,4.4,6.2,1.2,4.9,1.8,放
603272,联翔股份,2024-12-12,17.21,25.8,1.9,6.2,1.4,5.2,4.1,放
603272,联翔股份,2024-12-13,17.67,28.1,4.5,4.1,2.4,5.6,3.1,放
603272,联翔股份,2024-12-16,17.66,24.4,3.4,5.7,1.3,4.9,2.8,放
603272,联翔股份,2024-12-17,16.39,30.4,1.8,3.2,3.0,6.1,5.8,放
603272,联翔股份,2024-12-20,16.96,23.8,3.8,4.8,1.1,4.8,2.0,放
603272,联翔股份,2024-12-23,15.92,22.3,2.5,5.5,2.5,4.5,4.0,放
603272,联翔股份,2025-01-07,12.78,28.9,0.9,5.0,2.1,5.8,4.5,放
603272,联翔股份,2025-01-08,12.95,28.9,4.3,5.1,2.0,5.8,1.1,放
603272,联翔股份,2025-01-09,13.15,27.9,4.2,4.4,1.7,5.6,0.9,放
603272,联翔股份,2025-01-10,12.96,29.3,2.2,5.5,1.9,5.9,3.4,放
603272,联翔股份,2025-01-13,12.77,27.6,0.8,4.3,1.8,5.5,4.2,放
603272,联翔股份,2025-01-14,13.46,29.1,3.0,5.9,5.2,5.8,2.5,放
603272,联翔股份,2025-01-15,14.82,37.8,5.7,3.3,2.6,7.6,1.7,放
603272,联翔股份,2025-01-16,14.18,36.9,5.5,3.2,3.5,7.4,2.1,放
603272,联翔股份,2025-01-17,13.42,32.5,1.5,4.3,3.2,6.5,5.2,放
603272,联翔股份,2025-01-20,14.77,28.2,1.2,6.6,2.4,5.6,4.8,放
603272,联翔股份,2025-01-21,14.38,31.4,2.9,3.5,3.1,6.3,5.1,放
603272,联翔股份,2025-01-22,14.35,25.7,4.3,5.5,1.6,5.1,1.5,放
603272,联翔股份,2025-01-23,14.92,27.0,2.0,6.5,1.5,5.4,4.4,放
603272,联翔股份,2025-01-24,14.99,24.3,4.2,4.4,0.8,4.9,1.6,放
603272,联翔股份,2025-01-27,15.48,25.0,4.5,6.4,1.4,5.0,1.5,放
603272,联翔股份,2025-02-05,15.25,22.7,2.7,4.5,0.8,4.5,2.8,放
603272,联翔股份,2025-02-06,15.24,22.8,2.1,3.5,0.6,4.6,2.9,放
603272,联翔股份,2025-02-07,14.95,26.4,1.2,6.4,1.3,5.3,4.3,放
603272,联翔股份,2025-02-10,15.06,23.8,1.0,5.3,0.9,4.8,4.1,放
603272,联翔股份,2025-02-11,15.08,23.3,0.9,4.8,0.7,4.7,3.9,放
603272,联翔股份,2025-02-12,14.97,25.3,1.5,5.0,1.4,5.1,4.2,放
603272,联翔股份,2025-02-17,15.74,32.2,5.4,3.4,1.9,6.4,1.5,放
603272,联翔股份,2025-02-18,15.09,20.8,3.9,6.0,1.4,4.2,2.2,放
603272,联翔股份,2025-02-19,15.24,20.9,3.7,4.7,4.2,4.2,1.6,放
603272,联翔股份,2025-02-20,15.25,20.3,0.7,4.0,0.8,4.1,3.8,放
603272,联翔股份,2025-02-26,15.13,21.9,2.7,5.8,1.7,4.4,3.2,放
603272,联翔股份,2025-03-04,15.32,22.9,3.2,6.4,1.5,4.6,2.6,放
603272,联翔股份,2025-03-05,15.4,24.3,4.4,6.1,4.6,4.9,1.1,放
603272,联翔股份,2025-03-06,15.57,26.6,4.6,6.3,1.2,5.3,1.2,放
603272,联翔股份,2025-03-07,16.05,31.8,5.3,3.4,2.2,6.4,2.1,放
603272,联翔股份,2025-03-10,16.49,30.8,5.2,3.3,2.4,6.2,2.0,放
603272,联翔股份,2025-03-11,16.65,24.9,4.4,5.7,1.1,5.0,1.1,放
603272,联翔股份,2025-03-12,16.66,26.7,4.4,6.1,1.7,5.3,2.4,放
603272,联翔股份,2025-03-13,16.59,25.0,1.5,5.7,1.4,5.0,4.3,放
603272,联翔股份,2025-03-14,16.85,24.6,2.0,5.6,1.2,4.9,3.7,放
603272,联翔股份,2025-03-17,17.53,25.8,4.7,5.9,1.6,5.2,1.4,放
603272,联翔股份,2025-03-18,16.92,23.7,2.7,5.5,1.4,4.7,3.1,放
603272,联翔股份,2025-03-19,16.62,22.8,0.9,4.8,1.2,4.6,4.2,放
603272,联翔股份,2025-04-01,15.52,32.0,3.3,3.2,3.9,6.4,4.4,放
603272,联翔股份,2025-04-02,16.12,32.6,5.2,3.3,3.4,6.5,1.9,放
603272,联翔股份,2025-04-03,15.8,25.7,4.2,5.1,2.0,5.1,1.0,放
603272,联翔股份,2025-04-09,14.15,28.7,1.0,5.8,2.7,5.7,4.8,放
603272,联翔股份,2025-04-10,15.05,32.1,4.9,4.3,2.9,6.4,1.7,放
603272,联翔股份,2025-04-11,14.83,27.4,4.2,4.8,1.8,5.5,1.1,放
603272,联翔股份,2025-04-14,14.87,26.2,4.1,3.9,1.5,5.2,0.8,放
603272,联翔股份,2025-04-15,14.71,24.2,0.5,3.2,1.2,4.8,3.9,放
603272,联翔股份,2025-04-16,14.52,25.2,0.6,3.7,4.7,5.0,4.0,放
603272,联翔股份,2025-04-17,14.73,26.4,0.9,5.0,1.3,5.3,3.9,放
603272,联翔股份,2025-04-18,14.74,27.6,1.2,6.0,1.2,5.5,3.8,放
603272,联翔股份,2025-04-21,14.99,31.4,4.2,4.2,1.5,6.3,2.0,放
603272,联翔股份,2025-04-22,14.92,27.5,2.3,6.3,1.3,5.5,3.1,放
603272,联翔股份,2025-04-23,15.15,27.0,3.8,4.6,1.5,5.4,2.4,放
603272,联翔股份,2025-04-24,15.14,23.4,1.9,6.0,1.1,4.7,3.3,放
603272,联翔股份,2025-04-25,15.27,25.7,3.0,5.9,1.0,5.1,2.4,放
603272,联翔股份,2025-04-28,15.08,24.0,1.3,5.7,1.4,4.8,4.2,放
603272,联翔股份,2025-04-29,15.72,30.0,4.8,4.0,1.6,6.0,2.0,放
603272,联翔股份,2025-04-30,16.26,33.1,5.4,3.4,2.2,6.6,1.9,放
603272,联翔股份,2025-05-06,16.97,31.4,5.3,3.4,2.4,6.3,2.3,放
603272,联翔股份,2025-05-07,16.96,24.3,4.5,5.9,1.3,4.9,1.4,放
603272,联翔股份,2025-05-08,17.26,23.7,4.4,5.4,1.2,4.7,1.3,放
603272,联翔股份,2025-05-09,17.38,21.6,2.8,3.8,0.7,4.3,2.7,放
603272,联翔股份,2025-05-12,17.31,23.6,2.7,5.3,1.1,4.7,3.2,放
603272,联翔股份,2025-05-13,17.19,24.3,1.1,5.9,1.1,4.9,4.5,放
603272,联翔股份,2025-05-14,17.1,23.7,1.0,5.3,0.9,4.7,4.3,放
603272,联翔股份,2025-05-15,17.13,24.7,1.1,6.3,1.1,4.9,4.4,放
603272,联翔股份,2025-05-16,17.24,23.5,1.2,5.4,0.8,4.7,4.0,放
603272,联翔股份,2025-05-20,17.68,23.3,4.0,5.9,1.2,4.7,2.4,放
603272,联翔股份,2025-06-06,17.2,20.9,2.4,6.6,1.7,4.2,3.3,放
603272,联翔股份,2025-06-09,17.29,22.9,2.1,6.5,1.3,4.6,3.4,放
603272,联翔股份,2025-06-10,17.2,25.7,2.5,3.3,2.8,5.1,4.1,放
603272,联翔股份,2025-06-16,17.24,23.8,2.3,3.5,3.1,4.8,4.5,放
603272,联翔股份,2025-06-27,16.76,22.9,1.9,5.6,2.1,4.6,4.1,放
603272,联翔股份,2025-06-30,16.94,25.9,2.7,6.2,4.9,5.2,3.3,放
603272,联翔股份,2025-07-01,17.17,28.2,4.5,4.9,1.7,5.6,2.3,放
603272,联翔股份,2025-07-02,17.01,24.7,2.2,5.5,1.1,4.9,3.3,放
603272,联翔股份,2025-07-03,17.06,23.1,1.3,4.2,0.7,4.6,3.5,放
603272,联翔股份,2025-07-04,16.86,22.7,1.0,6.1,1.4,4.5,4.3,放
603272,联翔股份,2025-07-07,17.2,24.3,2.4,4.8,1.7,4.9,3.9,放
603272,联翔股份,2025-07-16,17.4,20.4,4.1,6.7,4.9,4.1,2.2,放
603272,联翔股份,2025-07-17,17.43,25.3,2.6,3.3,2.4,5.1,4.8,放
603272,联翔股份,2025-07-18,17.56,22.0,2.8,5.4,1.0,4.4,3.0,放
603272,联翔股份,2025-07-21,17.7,23.4,2.3,5.1,0.9,4.7,3.3,放
603272,联翔股份,2025-07-23,17.79,25.4,2.3,6.6,1.4,5.1,3.8,放
603272,联翔股份,2025-07-24,18.08,26.7,3.1,5.6,1.5,5.3,3.3,放
603272,联翔股份,2025-07-25,18.37,26.2,4.7,5.7,1.5,5.2,1.4,放
603272,联翔股份,2025-07-28,19.45,33.4,6.6,3.4,3.1,6.7,3.3,放
603272,联翔股份,2025-07-29,18.35,29.2,3.0,3.3,2.6,5.8,5.6,放
603272,联翔股份,2025-07-30,18.23,20.9,0.8,4.4,1.5,4.2,4.8,放
603272,联翔股份,2025-08-04,18.45,21.3,1.6,3.5,1.1,4.3,3.3,放
603272,联翔股份,2025-08-05,19.02,24.6,4.5,6.3,1.0,4.9,0.9,放
603272,联翔股份,2025-08-06,19.11,24.0,4.4,5.9,4.1,4.8,0.8,放
603272,联翔股份,2025-08-07,18.92,23.9,3.1,5.5,0.8,4.8,2.3,放
603272,联翔股份,2025-08-08,19.34,29.5,3.1,3.4,1.1,5.9,3.4,放
603272,联翔股份,2025-08-11,19.5,24.8,2.7,5.4,0.4,5.0,2.6,放
603272,联翔股份,2025-08-12,19.46,25.5,3.4,5.9,0.5,5.1,2.1,放
603272,联翔股份,2025-08-13,19.48,26.5,1.8,6.5,0.6,5.3,3.7,放
603272,联翔股份,2025-08-14,19.2,27.1,1.3,5.8,1.0,5.4,4.3,放
603272,联翔股份,2025-08-15,19.02,20.8,1.3,5.6,1.1,4.2,4.3,放
603272,联翔股份,2025-08-19,19.31,23.1,2.4,3.3,1.7,4.6,4.9,放
603272,联翔股份,2025-08-20,19.76,22.8,4.0,4.5,0.5,4.6,1.5,放
603272,联翔股份,2025-09-04,18.34,20.7,1.6,5.3,2.5,4.1,4.5,放
603272,联翔股份,2025-09-08,18.95,26.8,4.5,6.5,1.6,5.4,1.0,放
603272,联翔股份,2025-09-09,19.37,31.0,5.1,3.3,5.6,6.2,1.6,放
603272,联翔股份,2025-09-10,19.6,25.3,4.3,5.6,0.8,5.1,0.9,放
603272,联翔股份,2025-09-11,19.78,30.3,5.0,3.7,1.9,6.1,2.1,放
603272,联翔股份,2025-09-12,20.08,24.5,4.0,5.0,0.6,4.9,1.8,放
603272,联翔股份,2025-09-15,20.05,26.9,3.1,6.4,1.3,5.4,3.1,放
603272,联翔股份,2025-09-16,20.37,24.9,3.4,5.3,0.7,5.0,2.3,放
603272,联翔股份,2025-09-17,20.19,24.5,1.4,5.4,1.0,4.9,3.9,放
603272,联翔股份,2025-09-18,19.64,26.1,1.2,6.3,1.7,5.2,4.5,放
603272,联翔股份,2025-09-30,19.46,24.8,4.5,6.3,1.5,5.0,1.3,放
603272,联翔股份,2025-10-10,19.28,23.4,2.3,4.9,5.7,4.7,3.8,放
603272,联翔股份,2025-10-21,20.07,30.4,5.0,3.7,2.7,6.1,1.8,放
603272,联翔股份,2025-10-22,20.5,28.5,4.8,5.1,5.6,5.7,1.7,放
603272,联翔股份,2025-10-23,20.45,26.5,4.6,6.3,2.0,5.3,1.5,放
603272,联翔股份,2025-10-24,22.5,34.3,5.8,3.4,2.8,6.9,3.3,放
603272,联翔股份,2025-10-27,21.91,31.8,5.4,3.3,2.8,6.4,3.3,放
603272,联翔股份,2025-10-28,22.36,25.7,4.6,6.5,1.5,5.1,2.1,放
603272,联翔股份,2025-10-29,22.03,25.3,1.1,6.1,1.7,5.1,5.4,放
603272,联翔股份,2025-10-30,21.8,21.4,0.6,3.2,0.9,4.3,4.4,放
603272,联翔股份,2025-10-31,22.49,23.8,1.5,5.2,1.1,4.8,4.4,放
603272,联翔股份,2025-11-03,22.4,23.8,2.4,5.5,1.0,4.8,3.5,放
603272,联翔股份,2025-11-04,21.8,22.8,0.9,4.8,1.0,4.6,4.3,放
603272,联翔股份,2025-11-05,22.46,24.8,1.2,6.4,1.0,5.0,4.4,放
603272,联翔股份,2025-11-06,22.85,24.0,2.8,6.3,0.9,4.8,3.1,放
603272,联翔股份,2025-11-25,20.49,28.7,2.6,5.2,2.8,5.7,4.0,放
603272,联翔股份,2025-12-05,19.27,21.4,1.4,5.0,2.9,4.3,4.7,放
603272,联翔股份,2025-12-08,19.58,24.7,2.3,6.3,2.2,4.9,3.4,放
603272,联翔股份,2025-12-09,19.9,28.8,4.7,5.5,2.4,5.8,1.2,放
603272,联翔股份,2025-12-19,18.99,22.2,4.1,5.9,1.7,4.4,1.7,放
603272,联翔股份,2025-12-31,20.11,34.7,6.1,3.4,6.3,6.9,3.3,放
603272,联翔股份,2026-01-05,19.33,34.7,6.0,3.4,3.6,6.9,3.4,放
603272,联翔股份,2026-01-06,19.24,26.0,4.4,6.4,1.9,5.2,2.0,放
603272,联翔股份,2026-01-07,19.4,25.2,1.0,5.7,1.8,5.0,5.2,放
603272,联翔股份,2026-01-08,20.65,28.5,4.9,4.5,2.2,5.7,3.3,放
603272,联翔股份,2026-01-09,21.47,24.2,4.4,5.5,1.3,4.8,1.9,放
603272,联翔股份,2026-01-12,21.36,24.3,4.4,5.6,1.2,4.9,1.6,放
603272,联翔股份,2026-01-13,21.59,23.3,4.3,4.7,0.9,4.7,1.6,放
603272,联翔股份,2026-01-14,21.13,23.2,0.9,4.6,1.1,4.6,4.6,放
603272,联翔股份,2026-01-15,21.5,23.2,1.5,5.1,0.9,4.6,3.9,放
603272,联翔股份,2026-01-16,23.17,31.8,5.4,3.3,2.4,6.4,2.4,放
603272,联翔股份,2026-01-19,22.37,25.4,4.5,6.3,1.4,5.1,1.3,放
603272,联翔股份,2026-01-20,22.1,23.5,3.2,4.8,1.2,4.7,2.4,放
603272,联翔股份,2026-01-21,22.17,20.8,0.6,3.2,0.8,4.2,3.9,放
603272,联翔股份,2026-01-22,22.91,23.1,3.0,5.0,0.9,4.6,2.6,放
603272,联翔股份,2026-01-23,22.92,24.6,4.2,6.1,0.9,4.9,1.7,放
603272,联翔股份,2026-01-30,21.36,20.1,1.2,6.4,1.6,4.0,4.2,放
603272,联翔股份,2026-02-03,22.1,28.7,4.8,5.1,1.5,5.7,1.0,放
603272,联翔股份,2026-02-04,22.9,30.0,5.0,4.1,1.5,6.0,1.3,放
603272,联翔股份,2026-02-05,22.69,26.4,4.5,6.4,4.5,5.3,1.0,放
603272,联翔股份,2026-02-06,23.13,26.4,4.5,6.4,0.9,5.3,1.2,放
603272,联翔股份,2026-02-09,23.46,24.2,2.9,4.6,0.5,4.8,2.5,放
603272,联翔股份,2026-02-10,23.1,24.2,2.3,4.6,0.6,4.8,2.8,放
603272,联翔股份,2026-02-11,23.29,25.8,1.6,5.8,0.7,5.2,3.7,放
603272,联翔股份,2026-02-12,23.06,23.5,0.8,4.3,0.6,4.7,3.9,放
603272,联翔股份,2026-02-13,23.5,30.7,3.2,3.3,1.4,6.1,3.6,放
603272,联翔股份,2026-02-24,25.14,31.9,5.4,3.4,2.6,6.4,1.9,放
603272,联翔股份,2026-02-25,25.66,28.7,5.1,3.8,2.3,5.7,1.8,放
603272,联翔股份,2026-02-26,25.35,24.8,4.5,6.3,1.6,5.0,1.3,放
603272,联翔股份,2026-02-27,24.98,21.3,0.7,3.6,0.8,4.3,4.1,放
603272,联翔股份,2026-03-09,23.26,26.9,4.6,6.0,2.1,5.4,1.1,放
603272,联翔股份,2026-03-10,23.44,26.5,4.4,6.1,1.6,5.3,0.8,放
603272,联翔股份,2026-03-11,23.23,24.9,3.3,4.6,1.4,5.0,1.9,放
603272,联翔股份,2026-03-12,23.74,28.1,3.0,6.1,5.2,5.6,2.9,放
603272,联翔股份,2026-03-13,23.96,28.3,3.1,5.9,1.8,5.7,2.9,放
603272,联翔股份,2026-03-16,23.05,27.4,1.1,6.5,1.9,5.5,4.2,放
603272,联翔股份,2026-03-17,22.67,23.6,1.1,6.4,2.1,4.7,4.3,放
603272,联翔股份,2026-03-18,23.1,25.2,1.0,5.9,1.9,5.0,4.2,放
603272,联翔股份,2026-03-23,23.98,34.1,5.2,3.3,2.9,6.8,2.5,放
603272,联翔股份,2026-03-24,25.18,35.8,6.6,3.5,6.7,7.2,3.3,放
603272,联翔股份,2026-03-25,26.71,32.2,5.3,3.5,2.1,6.4,3.1,放
603272,联翔股份,2026-03-26,29.38,27.3,4.8,6.7,1.5,5.5,2.2,放
603272,联翔股份,2026-03-27,32.32,27.3,5.0,6.1,1.8,5.5,2.6,放
603272,联翔股份,2026-03-30,35.55,28.1,5.1,5.4,2.3,5.6,3.1,放
603272,联翔股份,2026-03-31,33.0,28.5,5.0,4.8,2.6,5.7,3.0,放
603272,联翔股份,2026-04-01,33.08,26.7,3.3,6.2,2.2,5.3,4.0,放
603272,联翔股份,2026-04-02,31.8,23.6,0.9,4.0,1.7,4.7,4.7,放
603272,联翔股份,2026-04-03,30.62,21.5,0.8,3.5,1.6,4.3,4.4,放
603272,联翔股份,2026-04-07,30.12,24.0,1.1,5.6,2.1,4.8,4.8,放
603272,联翔股份,2026-04-08,33.13,20.0,4.0,3.2,0.8,4.0,1.1,放
603272,联翔股份,2026-04-09,33.65,28.6,5.1,3.7,2.1,5.7,1.6,放
603272,联翔股份,2026-04-10,37.02,22.8,4.5,4.9,0.9,4.6,0.8,放
603272,联翔股份,2026-04-13,33.95,30.5,3.9,3.1,5.7,6.1,3.4,放
603272,联翔股份,2026-04-14,33.38,26.4,1.1,5.5,1.4,5.3,4.2,放
603272,联翔股份,2026-04-15,33.08,24.9,0.9,4.4,1.4,5.0,4.1,放
603272,联翔股份,2026-04-16,31.4,26.0,1.3,5.7,2.1,5.2,4.4,放
